root@lamp-s-1vcpu-1gb-nyc1-01:~# tcpdump -i eth0
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
20:25:56.613842 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 3964021783:3964021891, ack 643401746, win 313, length 108
20:25:56.753469 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 86244:86408, ack 1, win 313, length 164
20:25:56.753562 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 86408:86572, ack 1, win 313, length 164
20:25:56.753648 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 86572:86736, ack 1, win 313, length 164
20:25:56.753746 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 86736:86900, ack 1, win 313, length 164
20:25:56.753840 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 66764, win 2051, length 0
20:25:56.753856 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 86900:87064, ack 1, win 313, length 164
20:25:56.754031 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 87064:87340, ack 1, win 313, length 276
20:25:56.754176 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 87340:87504, ack 1, win 313, length 164
20:25:56.754327 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 87504:87668, ack 1, win 313, length 164
20:25:56.754419 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 87668:87832, ack 1, win 313, length 164
20:25:56.754498 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 87832:87996, ack 1, win 313, length 164
20:25:56.754573 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 87996:88160, ack 1, win 313, length 164
20:25:56.754638 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [P.], seq 1:37, ack 66764, win 2051, length 36
20:25:56.754726 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 88160:88452, ack 37, win 313, length 292
20:25:56.754809 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 88452:88616, ack 37, win 313, length 164
20:25:56.754883 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 88616:88780, ack 37, win 313, length 164
20:25:56.754970 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 88780:88944, ack 37, win 313, length 164
20:25:56.755115 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 88944:89108, ack 37, win 313, length 164
20:25:56.755270 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 89108:89272, ack 37, win 313, length 164
20:25:56.755360 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 89272:89436, ack 37, win 313, length 164
20:25:56.755437 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 89436:89600, ack 37, win 313, length 164
20:25:56.755510 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 89600:89764, ack 37, win 313, length 164
20:25:56.755582 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 70372, win 2051, length 0
20:25:56.755668 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 89764:90040, ack 37, win 313, length 276
20:25:56.755751 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 90040:90204, ack 37, win 313, length 164
20:25:56.755826 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 90204:90368, ack 37, win 313, length 164
20:25:56.755901 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 90368:90532, ack 37, win 313, length 164
20:25:56.756018 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 90532:90696, ack 37, win 313, length 164
20:25:56.756111 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 90696:90860, ack 37, win 313, length 164
20:25:56.756197 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 90860:91024, ack 37, win 313, length 164
20:25:56.756272 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 91024:91188, ack 37, win 313, length 164
20:25:56.756347 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 91188:91352, ack 37, win 313, length 164
20:25:56.756448 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 91352:91516, ack 37, win 313, length 164
20:25:56.756543 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 91516:91680, ack 37, win 313, length 164
20:25:56.756663 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 91680:91844, ack 37, win 313, length 164
20:25:56.756749 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 91844:92008, ack 37, win 313, length 164
20:25:56.756825 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 92008:92172, ack 37, win 313, length 164
20:25:56.756898 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 92172:92336, ack 37, win 313, length 164
20:25:56.756996 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 92336:92500, ack 37, win 313, length 164
20:25:56.757154 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 92500:92664, ack 37, win 313, length 164
20:25:56.757272 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 92664:92828, ack 37, win 313, length 164
20:25:56.757357 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 92828:92992, ack 37, win 313, length 164
20:25:56.757449 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 92992:93156, ack 37, win 313, length 164
20:25:56.757558 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 93156:93320, ack 37, win 313, length 164
20:25:56.757647 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 93320:93484, ack 37, win 313, length 164
20:25:56.757735 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 93484:93648, ack 37, win 313, length 164
20:25:56.757838 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 93648:93812, ack 37, win 313, length 164
20:25:56.757935 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 93812:93976, ack 37, win 313, length 164
20:25:56.758073 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 93976:94140, ack 37, win 313, length 164
20:25:56.758167 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 94140:94304, ack 37, win 313, length 164
20:25:56.758330 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 94304:94468, ack 37, win 313, length 164
20:25:56.758447 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 94468:94632, ack 37, win 313, length 164
20:25:56.758530 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 94632:94796, ack 37, win 313, length 164
20:25:56.758607 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 94796:94960, ack 37, win 313, length 164
20:25:56.758684 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 94960:95124, ack 37, win 313, length 164
20:25:56.758759 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 95124:95288, ack 37, win 313, length 164
20:25:56.758833 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 95288:95452, ack 37, win 313, length 164
20:25:56.758908 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 95452:95616, ack 37, win 313, length 164
20:25:56.759029 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 95616:95780, ack 37, win 313, length 164
20:25:56.759169 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 95780:95944, ack 37, win 313, length 164
20:25:56.759267 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 95944:96108, ack 37, win 313, length 164
20:25:56.759345 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 96108:96272, ack 37, win 313, length 164
20:25:56.759420 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 96272:96436, ack 37, win 313, length 164
20:25:56.759494 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 96436:96600, ack 37, win 313, length 164
20:25:56.759568 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 96600:96764, ack 37, win 313, length 164
20:25:56.759642 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 96764:96928, ack 37, win 313, length 164
20:25:56.759752 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 96928:97092, ack 37, win 313, length 164
20:25:56.759844 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 97092:97256, ack 37, win 313, length 164
20:25:56.759924 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 97256:97420, ack 37, win 313, length 164
20:25:56.760054 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 97420:97584, ack 37, win 313, length 164
20:25:56.760140 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 97584:97748, ack 37, win 313, length 164
20:25:56.760222 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 97748:97912, ack 37, win 313, length 164
20:25:56.760296 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 97912:98076, ack 37, win 313, length 164
20:25:56.760371 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 98076:98240, ack 37, win 313, length 164
20:25:56.760449 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 98240:98404, ack 37, win 313, length 164
20:25:56.760527 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 98404:98568, ack 37, win 313, length 164
20:25:56.760604 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 98568:98732, ack 37, win 313, length 164
20:25:56.760679 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 98732:98896, ack 37, win 313, length 164
20:25:56.760759 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 98896:99060, ack 37, win 313, length 164
20:25:56.760836 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 99060:99224, ack 37, win 313, length 164
20:25:56.760968 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 99224:99388, ack 37, win 313, length 164
20:25:56.761066 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 99388:99552, ack 37, win 313, length 164
20:25:56.761138 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 72184, win 2051, length 0
20:25:56.761294 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 99552:99828, ack 37, win 313, length 276
20:25:56.761389 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 99828:99992, ack 37, win 313, length 164
20:25:56.761468 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 99992:100156, ack 37, win 313, length 164
20:25:56.761544 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 100156:100320, ack 37, win 313, length 164
20:25:56.761621 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 100320:100492, ack 37, win 313, length 172
20:25:56.761695 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 100492:100664, ack 37, win 313, length 172
20:25:56.761768 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 100664:100836, ack 37, win 313, length 172
20:25:56.761861 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 100836:101008, ack 37, win 313, length 172
20:25:56.761963 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 101008:101180, ack 37, win 313, length 172
20:25:56.762048 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 101180:101352, ack 37, win 313, length 172
20:25:56.762126 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 101352:101524, ack 37, win 313, length 172
20:25:56.762203 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 101524:101696, ack 37, win 313, length 172
20:25:56.762310 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 101696:101868, ack 37, win 313, length 172
20:25:56.762393 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 101868:102040, ack 37, win 313, length 172
20:25:56.762480 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 102040:102212, ack 37, win 313, length 172
20:25:56.762573 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 102212:102384, ack 37, win 313, length 172
20:25:56.762653 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 102384:102556, ack 37, win 313, length 172
20:25:56.762732 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 102556:102728, ack 37, win 313, length 172
20:25:56.762808 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 102728:102900, ack 37, win 313, length 172
20:25:56.762891 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 102900:103072, ack 37, win 313, length 172
20:25:56.762965 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 103072:103244, ack 37, win 313, length 172
20:25:56.763052 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 103244:103416, ack 37, win 313, length 172
20:25:56.763151 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 103416:103588, ack 37, win 313, length 172
20:25:56.763226 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 103588:103760, ack 37, win 313, length 172
20:25:56.763337 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 103760:103932, ack 37, win 313, length 172
20:25:56.763447 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 103932:104104, ack 37, win 313, length 172
20:25:56.763579 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 104104:104276, ack 37, win 313, length 172
20:25:56.763691 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 104276:104448, ack 37, win 313, length 172
20:25:56.763773 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 104448:104620, ack 37, win 313, length 172
20:25:56.763848 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 104620:104792, ack 37, win 313, length 172
20:25:56.763938 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 104792:104964, ack 37, win 313, length 172
20:25:56.764037 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 104964:105136, ack 37, win 313, length 172
20:25:56.764119 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 105136:105308, ack 37, win 313, length 172
20:25:56.764219 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 105308:105480, ack 37, win 313, length 172
20:25:56.764282 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 75412, win 2051, length 0
20:25:56.764387 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 105480:105764, ack 37, win 313, length 284
20:25:56.764473 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 105764:105936, ack 37, win 313, length 172
20:25:56.764549 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 105936:106108, ack 37, win 313, length 172
20:25:56.764624 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 106108:106280, ack 37, win 313, length 172
20:25:56.764698 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 106280:106452, ack 37, win 313, length 172
20:25:56.764772 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 106452:106624, ack 37, win 313, length 172
20:25:56.764847 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 106624:106796, ack 37, win 313, length 172
20:25:56.764925 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 106796:106968, ack 37, win 313, length 172
20:25:56.765038 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 106968:107140, ack 37, win 313, length 172
20:25:56.765137 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 76396, win 2047, length 0
20:25:56.765259 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 107140:107424, ack 37, win 313, length 284
20:25:56.765365 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 107424:107596, ack 37, win 313, length 172
20:25:56.765455 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 107596:107768, ack 37, win 313, length 172
20:25:56.765530 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 107768:107940, ack 37, win 313, length 172
20:25:56.765609 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 107940:108112, ack 37, win 313, length 172
20:25:56.765682 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 108112:108284, ack 37, win 313, length 172
20:25:56.765756 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 108284:108456, ack 37, win 313, length 172
20:25:56.765831 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 108456:108628, ack 37, win 313, length 172
20:25:56.765925 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 108628:108800, ack 37, win 313, length 172
20:25:56.766019 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 108800:108972, ack 37, win 313, length 172
20:25:56.766098 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 108972:109144, ack 37, win 313, length 172
20:25:56.766173 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 109144:109316, ack 37, win 313, length 172
20:25:56.766281 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 109316:109488, ack 37, win 313, length 172
20:25:56.766361 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 109488:109660, ack 37, win 313, length 172
20:25:56.766435 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 109660:109832, ack 37, win 313, length 172
20:25:56.766510 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 109832:110004, ack 37, win 313, length 172
20:25:56.766586 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 110004:110176, ack 37, win 313, length 172
20:25:56.766664 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 110176:110348, ack 37, win 313, length 172
20:25:56.766743 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 110348:110520, ack 37, win 313, length 172
20:25:56.766818 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 110520:110692, ack 37, win 313, length 172
20:25:56.766874 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 77820, win 2051, length 0
20:25:56.766961 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 110692:110976, ack 37, win 313, length 284
20:25:56.766982 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 78476, win 2049, length 0
20:25:56.766989 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 79132, win 2051, length 0
20:25:56.767106 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 110976:111372, ack 37, win 313, length 396
20:25:56.767212 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 111372:111544, ack 37, win 313, length 172
20:25:56.767310 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 111544:111716, ack 37, win 313, length 172
20:25:56.767405 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [P.], seq 37:73, ack 79132, win 2051, length 36
20:25:56.767414 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 79624, win 2049, length 0
20:25:56.767419 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 111716:111888, ack 37, win 313, length 172
^C
682 packets captured
687 packets received by filter
5 packets dropped by kernel
